mode,mass_kg,ballistic_height_m,time_s,l0_m,body_speed_m_per_s,joint_speed_rad_per_s,joint_speed_rpm,required_joint_torque_nm,available_joint_torque_nm,torque_utilization,total_mechanical_power_w
push,2.0,0.05,0.0022215819748128067,0.07002420000000001,0.021786276873298014,0.4167453130943499,3.979624595360722,0.5126641749445618,6.0,0.08544402915742698,0.854601568398112
push,2.0,0.05,0.002423543972523062,0.0700288,0.023766847498143288,0.45458794964324095,4.340995155343884,0.5127130079021716,6.0,0.08545216798369526,0.9322926200706676
push,2.0,0.05,0.002625505970233317,0.07003380000000001,0.02574741812298856,0.49241931065508043,4.702258041879579,0.5127660765372967,6.0,0.0854610127562161,1.0099836717432231
push,2.0,0.05,0.0028274679679435723,0.07003920000000001,0.027727988747833835,0.5302384649788244,5.063404363130325,0.5128233781847646,6.0,0.0854705630307941,1.0876747234157789
push,2.0,0.05,0.0030294299656538274,0.07004500000000001,0.029708559372679112,0.5680444834903654,5.424425246614452,0.5128849099667828,6.0,0.08548081832779714,1.1653657750883346
push,2.0,0.05,0.0032313919633640826,0.07005120000000001,0.031689129997524386,0.6058364392455587,5.785311840667404,0.5129506687930723,6.0,0.08549177813217872,1.2430568267608901
push,2.0,0.05,0.003433353961074338,0.0700578,0.03366970062236966,0.6436134076326016,6.146055315896852,0.5130206513610179,6.0,0.085503441893503,1.3207478784334459
push,2.0,0.05,0.003635315958784593,0.07006480000000001,0.03565027124721493,0.6813744665237419,6.506646866631401,0.5130948541558222,6.0,0.08551580902597038,1.3984389301060014
push,2.0,0.05,0.0038372779564948482,0.0700722,0.03763084187206021,0.7191186964262511,6.867077712362278,0.513173273450672,6.0,0.08552887890844534,1.4761299817785571
push,2.0,0.05,0.004039239954205103,0.07008,0.03961141249690548,0.7568451806326343,7.22733909917773,0.5132559053069149,6.0,0.08554265088448582,1.5538210334511127
push,2.0,0.05,0.004241201951915358,0.0700882,0.041591983121750754,0.7945530053700267,7.587422301189661,0.5133427455742448,6.0,0.08555712426237412,1.6315120851236684
push,2.0,0.05,0.004443163949625613,0.0700968,0.04357255374659603,0.8322412599487364,7.947318621952106,0.5134337898908984,6.0,0.08557229831514973,1.709203136796224
push,2.0,0.05,0.0046451259473358686,0.07010580000000001,0.0455531243714413,0.8699090369098926,8.307019395871167,0.5135290336838606,6.0,0.08558817228064343,1.7868941884687797
push,2.0,0.05,0.004847087945046124,0.0701152,0.047533694996286575,0.907555432172159,8.666515989606026,0.5136284721690786,6.0,0.0856047453615131,1.8645852401413352
push,2.0,0.05,0.005049049942756379,0.070125,0.04951426562113185,0.9451795451774652,9.025799803460579,0.5137321003516885,6.0,0.08562201672528141,1.9422762918138907
push,2.0,0.05,0.005251011940466634,0.07013520000000001,0.05149483624597712,0.9827804790357235,9.384862272765373,0.5138399130262492,6.0,0.08563998550437486,2.0199673434864462
push,2.0,0.05,0.005452973938176889,0.07014580000000001,0.053475406870822396,1.020357340668491,9.743694869249481,0.5139519047769858,6.0,0.0856586507961643,2.097658395159002
push,2.0,0.05,0.0056549359358871445,0.0701568,0.05545597749566767,1.0579092409515265,10.102289102401825,0.5140680699780448,6.0,0.08567801166300747,2.1753494468315577
push,2.0,0.05,0.0058568979335974,0.0701682,0.057436548120512944,1.095435294856222,10.460636520821737,0.5141884027937564,6.0,0.08569806713229274,2.2530404985041135
push,2.0,0.05,0.006058859931307655,0.07018,0.059417118745358224,1.1329346215898557,10.81872871355829,0.5143128971789069,6.0,0.08571881619648448,2.330731550176669
push,2.0,0.05,0.00626082192901791,0.07019220000000001,0.0613976893702035,1.1704063447346327,11.176557311438021,0.514441546879022,6.0,0.08574025781317034,2.408422601849225
push,2.0,0.05,0.006462783926728165,0.07020480000000001,0.06337825999504877,1.2078495923854842,11.534113988380842,0.5145743454306562,6.0,0.08576239090510936,2.4861136535217803
push,2.0,0.05,0.0066647459244384205,0.07021780000000001,0.06535883061989405,1.245263497286575,11.891390462703564,0.5147112861616956,6.0,0.0857852143602826,2.563804705194336
push,2.0,0.05,0.006866707922148676,0.07023120000000001,0.06733940124473932,1.2826471969665003,12.248378498410945,0.514852362191667,6.0,0.08580872703194449,2.6414957568668918
