mass_kg,l0_m,axial_force_per_leg_n,joint_torque_required_nm,stall_continuous_margin
2.0,0.079,9.80665,0.29558165757318633,3.721475848776709
2.0,0.0791,9.80665,0.29592988005069853,3.7170967656647202
2.0,0.0792,9.80665,0.2962762490392153,3.712751202862716
2.0,0.07930000000000001,9.80665,0.29662076770086687,3.708438921948031
2.0,0.0794,9.80665,0.2969634391826647,3.7041596872245974
2.0,0.0795,9.80665,0.29730426661659043,3.699913265686773
2.0,0.0796,9.80665,0.2976432531196829,3.695699426983779
2.0,0.07970000000000001,9.80665,0.2979804017941246,3.6915179433847225
2.0,0.07980000000000001,9.80665,0.29831571572732496,3.6873685897442074
2.0,0.0799,9.80665,0.2986491979920039,3.6832511434685045
2.0,0.08,9.80665,0.2989808516462719,3.679165384482295
2.0,0.0801,9.80665,0.2993106797337106,3.6751110951959456
2.0,0.08020000000000001,9.80665,0.2996386852834501,3.6710880604733322
2.0,0.08030000000000001,9.80665,0.29996487131024646,3.667096067600184
2.0,0.0804,9.80665,0.3002892408145565,3.6631349062529504
2.0,0.0805,9.80665,0.3006117967826123,3.659204368468168
2.0,0.0806,9.80665,0.30093254218649323,3.655304248612337
2.0,0.08070000000000001,9.80665,0.3012514799841977,3.651434343352275
2.0,0.08080000000000001,9.80665,0.3015686131197131,3.647594451625956
2.0,0.0809,9.80665,0.30188394452308426,3.6437843746138214
2.0,0.081,9.80665,0.30219747711048145,3.6400039157105444
2.0,0.0811,9.80665,0.3025092137842661,3.6362528804972634
2.0,0.08120000000000001,9.80665,0.3028191574330562,3.632531076714245
2.0,0.08130000000000001,9.80665,0.30312731093179013,3.628838314233991
2.0,0.0814,9.80665,0.3034336771417892,3.6251744050347763
2.0,0.0815,9.80665,0.3037382589108193,3.6215391631746052
2.0,0.0816,9.80665,0.3040410590731515,3.617932404765578
2.0,0.08170000000000001,9.80665,0.3043420804496209,3.6143539479486733
2.0,0.08180000000000001,9.80665,0.30464132584768555,3.610803612868917
2.0,0.0819,9.80665,0.3049387980614834,3.60728122165095
2.0,0.082,9.80665,0.305234499871888,3.603786598374982
2.0,0.0821,9.80665,0.30552843404656427,3.6003195690531173
2.0,0.08220000000000001,9.80665,0.30582060334002226,3.596879961606056
2.0,0.0823,9.80665,0.30611101049367023,3.5934676058401562
2.0,0.0824,9.80665,0.3063996582358671,3.5900823334248555
2.0,0.0825,9.80665,0.3066865492819735,3.5867239778704447
2.0,0.0826,9.80665,0.30697168633440175,3.5833923745061864
2.0,0.08270000000000001,9.80665,0.30725507208266534,3.5800873604587755
2.0,0.0828,9.80665,0.3075367092034278,3.5768087746311212
2.0,0.0829,9.80665,0.3078166003605495,3.573556457681477
2.0,0.083,9.80665,0.3080947482051348,3.570330252002871
2.0,0.08310000000000001,9.80665,0.3083711553755776,3.56713000170287
2.0,0.0832,9.80665,0.30864582449760625,3.563955552583642
2.0,0.0833,9.80665,0.30891875818432785,3.5608067521223306
2.0,0.0834,9.80665,0.3091899590362714,3.557683449451727
2.0,0.0835,9.80665,0.30945942964143003,3.55458549534124
2.0,0.08360000000000001,9.80665,0.3097271725753031,3.551512742178151
2.0,0.0837,9.80665,0.30999319040093665,3.5484650439491605
2.0,0.0838,9.80665,0.31025748566896405,3.5454422562222043
2.0,0.0839,9.80665,0.310520060917645,3.5424442361285573
2.0,0.084,9.80665,0.31078091867290386,3.539470842345206
2.0,0.08410000000000001,9.80665,0.31104006144836793,3.536521935077479
2.0,0.0842,9.80665,0.3112974917454049,3.5335973760419397
2.0,0.0843,9.80665,0.3115532120531584,3.530697028449554
2.0,0.0844,9.80665,0.31180722484858486,3.5278207569890836
2.0,0.0845,9.80665,0.3120595325964872,3.5249684278107596
2.0,0.08460000000000001,9.80665,0.31231013774955085,3.522139908510165
2.0,0.0847,9.80665,0.3125590427483757,3.519335068112396
2.0,0.0848,9.80665,0.31280625002151075,3.516553777056425
2.0,0.0849,9.80665,0.31305176198548534,3.513795907179726
2.0,0.085,9.80665,0.3132955810448417,3.5110613317031056
2.0,0.08510000000000001,9.80665,0.31353770959216537,3.508349925215779
2.0,0.0852,9.80665,0.31377815000811643,3.505661563660652
2.0,0.0853,9.80665,0.3140169046614592,3.5029961243198264
2.0,0.0854,9.80665,0.31425397590909093,3.5003534858003325
2.0,0.0855,9.80665,0.3144893660960713,3.4977335280200483
2.0,0.08560000000000001,9.80665,0.31472307755565004,3.495136132193851
2.0,0.0857,9.80665,0.31495511260929504,3.492561180819951
2.0,0.0858,9.80665,0.3151854735667188,3.4900085576664464
