l0_m,extension_speed_m_per_s,joint_speed_rad_per_s,joint_speed_rpm,available_joint_torque_nm,axial_force_per_leg_n,total_axial_force_n,total_mechanical_power_w
0.07,0.51,9.760581658309507,93.20668910232281,5.593671284342211,214.1077856492672,428.2155712985344,218.38994136225256
0.07,0.52,9.951965612394007,95.03427124158405,5.581922542018388,213.6580814969766,427.3161629939532,222.20440475685567
0.07,0.53,10.143349566478507,96.86185338084528,5.570173799694566,213.208377344686,426.416754689372,226.00087998536716
0.07,0.54,10.334733520563008,98.68943552010651,5.558425057370743,212.75867319239538,425.51734638479076,229.77936704778702
0.07,0.55,10.526117474647508,100.51701765936775,5.546897894043793,212.31745037301746,424.63490074603493,233.54919541031924
0.07,0.56,10.717501428732009,102.34459979862898,5.535932401208226,211.89772649754624,423.7954529950925,237.32545367725183
0.07,0.5700000000000001,10.908885382816509,104.17218193789022,5.524966908372659,211.47800262207502,422.95600524415005,241.08492298916556
0.07,0.58,11.100269336901006,105.99976407715143,5.514001415537091,211.0582787466038,422.1165574932076,244.82760334606039
0.07,0.59,11.291653290985506,107.82734621641266,5.503035922701524,210.63855487113256,421.2771097422651,248.5534947479364
0.07,0.6,11.483037245070006,109.6549283556739,5.492070429865956,210.21883099566134,420.43766199132267,252.26259719479359
0.07,0.61,11.674421199154507,111.48251049493514,5.481104937030389,209.7991071201901,419.5982142403802,255.9549106866319
0.07,0.62,11.865805153239007,113.31009263419637,5.470139444194822,209.3793832447189,418.7587664894378,259.6304352234514
0.07,0.63,12.057189107323508,115.1376747734576,5.459173951359254,208.95965936924765,417.9193187384953,263.289170805252
0.07,0.64,12.248573061408008,116.96525691271884,5.448208458523687,208.53993549377643,417.07987098755285,266.93111743203383
0.07,0.65,12.439957015492508,118.79283905198007,5.437242965688119,208.12021161830518,416.24042323661035,270.55627510379674
0.07,0.66,12.631340969577009,120.6204211912413,5.4262774728525525,207.70048774283399,415.40097548566797,274.16464382054085
0.07,0.67,12.822724923661509,122.44800333050254,5.415311980016985,207.28076386736274,414.5615277347255,277.7562235822661
0.07,0.68,13.01410887774601,124.27558546976377,5.404346487181417,206.86103999189152,413.72207998378303,281.3310143889725
0.07,0.6900000000000001,13.20549283183051,126.10316760902501,5.39338099434585,206.44131611642027,412.88263223284054,284.88901624066
0.07,0.7000000000000001,13.39687678591501,127.93074974828625,5.382415501510282,206.02159224094905,412.0431844818981,288.4302291373287
0.07,0.71,13.588260739999509,129.75833188754746,5.3714500086747154,205.60186836547783,411.20373673095565,291.9546530789785
0.07,0.72,13.77964469408401,131.5859140268087,5.360484515839148,205.1821444900066,410.3642889800132,295.4622880656095
0.07,0.73,13.97102864816851,133.41349616606993,5.34951902300358,204.76242061453536,409.5248412290707,298.9531340972216
0.07,0.74,14.16241260225301,135.24107830533117,5.338553530168013,204.3426967390641,408.6853934781282,302.4271911738149
0.07,0.75,14.35379655633751,137.06866044459238,5.327588037332446,203.92297286359292,407.84594572718584,305.8844592953894
0.07,0.76,14.545180510422009,138.89624258385362,5.316622544496878,203.5032489881217,407.0064979762434,309.324938461945
0.07,0.77,14.73656446450651,140.72382472311483,5.305657051661311,203.08352511265045,406.1670502253009,312.7486286734817
0.07,0.78,14.92794841859101,142.55140686237607,5.294691558825743,202.6638012371792,405.3276024743584,316.15552992999955
0.07,0.79,15.11933237267551,144.3789890016373,5.283726065990177,202.244077361708,404.488154723416,319.5456422314987
0.07,0.8,15.31071632676001,146.20657114089855,5.272760573154609,201.8243534862368,403.6487069724736,322.9189655779789
0.07,0.81,15.50210028084451,148.03415328015979,5.261795080319041,201.40462961076554,402.8092592215311,326.2754999694402
0.07,0.8200000000000001,15.693484234929011,149.86173541942102,5.250829587483474,200.9849057352943,401.9698114705886,329.61524540588266
0.07,0.8300000000000001,15.884868189013511,151.68931755868226,5.238174777089224,200.50052020500607,401.00104041001214,332.8308635403101
0.07,0.84,16.07625214309801,153.51689969794347,5.225381702114396,200.01084235028964,400.02168470057927,336.0182151484866
0.07,0.85,16.26763609718251,155.3444818372047,5.212588627139567,199.52116449557323,399.04232899114646,339.1859796424745
0.07,0.86,16.45902005126701,157.17206397646592,5.199795552164739,199.0314866408568,398.0629732817136,342.3341570222737
0.07,0.87,16.65040400535151,158.99964611572716,5.18700247718991,198.54180878614036,397.08361757228073,345.4627472878842
0.07,0.88,16.84178795943601,160.8272282549884,5.174209402215081,198.0521309314239,396.1042618628478,348.5717504393061
0.07,0.89,17.033171913520512,162.65481039424964,5.161416327240253,197.5624530767075,395.124906153415,351.66116647653934
0.07,0.9,17.224555867605012,164.48239253351085,5.148623252265424,197.07277522199107,394.14555044398213,354.73099539958395
0.07,0.91,17.415939821689513,166.3099746727721,5.135830177290595,196.5830973672746,393.1661947345492,357.7812372084398
0.07,0.92,17.607323775774013,168.13755681203332,5.123037102315767,196.09341951255817,392.18683902511634,360.81189190310704
0.07,0.93,17.798707729858513,169.96513895129456,5.110244027340938,195.60374165784174,391.2074833156835,363.82295948358563
0.07,0.9400000000000001,17.990091683943014,171.79272109055577,5.09745095236611,195.11406380312533,390.22812760625067,366.81443994987563
